job_title,job_category,company_name,requirements,location,industry,salary
Web Game Developer,software engineer,SVR Automation Intelligence,"Iterate on your work, refining those areas that could use and extra coat of polish, refactoring your code to maximize its efficiency and readability.Be ever learning and researching new things, and sharing the wisdom you develop with your team, as they will with you.Be willing to create samples & prototypes at various levels of fidelity, never blindly making changes & hoping it works out. You shouldn’t ever write what you don’t understand.Take the time to annotate your code, thoroughly explaining in comments that which could be confusing to look at later and/or which operates on a paradigm which might not be immediately obvious.Have a solid understanding of the medium, including but not limited to: Node.js, Mongo DB, Socket.io, React-native, responsive web apps, and native mobile apps.Have strong written and verbal communication skills, allowing you to communicate design intent/rationale to software developers, and product managers.Be confident working independently, proactively implementing tasks & features as needed, while actively communicating with your team when uncertainty arises.Be passionate about providing our customers with a great experience using our apps.Database management: 1 year (Preferred)Node.js: 2 years (Required)Web Development: 2 years (Required)Yes, alwaysHiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre© 2020 IndeedPrivacy CentreCookiesPrivacyTerms","Montréal, QC",Nothing_found,$19 - $28 an hour
Senior or Intermediate Front-end Developer,software engineer,Evolving Web,"Work with a small team of web developers, designers, and project managers;Develop custom Drupal themes;Implement front-end libraries and frameworks;Contribute to and participate in the technical community;Create documentation, blog posts;Making suggestions to improve design consistency and user experienceAt least 2 years of experience working with Drupal;Ability to create Drupal themes and modules following best practices;Experience with other web development platforms is a plus;Experience working with a team and using a standardized development workflow;Familiarity with the Linux command line;Understanding of software development practices;Familiarity with git;Experience working with APIs;Some experience working with SASS, JavaScript, jQuery;Experience using a project management tool like Redmine or JIRA.Strong communication skills preferably in both French and English. However, if you feel that this position is for you and you are not strong with both languages, go ahead and apply!","Montréal, QC",Nothing_found,"$60,000 - $90,000 a year"
Lead Developer | Développeur principal,software engineer,Evolving Web,"Work with a team of developers, designers, and project managers;Create documentation;Work with DevOps tools like Vagrant, Docker, Circle CI;Take ownership of your projects;Contribute to and participate in the open-source community.Work with a team of developers, designers, and project managers;Create documentation;Work with DevOps tools like Vagrant, Docker, Circle CI;Take ownership of your projects;Contribute to and participate in the open-source community.At least 2 years of experience with web development;Solid understanding of web stack;Experience working with Symfony, Laravel, Ruby on Rails and other Object Oriented Programming (OOP) frameworks;Experience with CMS such as Wordpress and/or Drupal;Experience with git and Composer based development workflows, pull requests and code reviews;Understanding of software development practices, version control and development workflows;Understanding of database optimization;Experience with or ability to learn Drupal;Experience with performance profiling and optimization;Understanding of security standards and compliance, including experience with breach mitigation;Understanding of design patterns;Familiarity with the Linux command line;Experience using project management tools like Redmine or JIRA;Experience with writing unit and functional tests;
Strong communication skills in both French and English. However, if you feel that this position is for you and you're not strong with both languages, go ahead and apply!\You'll work in the heart of Montreal, a city with a vibrant tech and arts scene;Be a part of a strong team that regularly contributes to the open-source community and participates in industry events and trainings about web development;Work with dedicated people in a fun and friendly environment - and enjoy 5 à 7s to celebrate our projects and birthdays!Continuous learning and help with building your career;Know that you're here to stay - we're hiring for growth!","Montréal, QC",Nothing_found,"$60,000 - $90,000 a year"
systems business re-engineering analyst,data engineer,ICE CURRENCY SERVICES,Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre,"Richmond, BC",Nothing_found,"$130,000 a year"
"developer, software",software developer,Chocolat Media,Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre,"Montréal, QC",Nothing_found,"$55,000 - $75,000 a year"
"developer, software",software developer,Thinking Capital,Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre,"Westmount, QC",Finance,"$100,000 a year"
software development programmer,software developer,ASTEK Canada Inc.,Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre,"Montréal, QC",Nothing_found,"$70,000 - $85,000 a year"
Bioinformatics Software Developer,software developer,McGill University,Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp CentreHiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp CentreHiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre,"Montréal, QC",Nothing_found,"$63,140 - $94,700 a year"
software developer,software developer,PreVu3D Inc,Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre,"Montréal, QC",Nothing_found,"$50,000 - $60,000 a year"
programmer analyst,software developer,ASTEK Canada Inc.,Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre,"Montréal, QC",Nothing_found,"$60,000 - $70,000 a year"
"developer, software",software developer,Posisoft Inc,Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre,"Beloeil, QC",Nothing_found,$26 an hour
"design engineer, software",software developer,Studios Creatifs Reel FX Inc,Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre,"Montréal, QC",Nothing_found,$22 - $36 an hour
Intermediate PHP Developer,software developer,Callière Group,"Enjoy working with a fun team who do not take themselves too seriously, and appreciated being rewarded generously for their hard work.","Montréal, QC",Nothing_found,"$65,000 - $75,000 a year"
Senior Android Developer,software developer,Mistplay,"
Work closely with our product and design teams to customize the Mistplay experience for the Android platform.
Work on fun projects such as social networking features for mobile gamers (Chat rooms, photo sharing, etc.).
Focus on UI design principles and making apps work intuitively.
Identify issues by analyzing data, processes, and code to solve frontend issues and recognize areas for improvement.
Perform consistent and substantial testing to create highly innovative, consumer-facing mobile products.
Implement solutions to complex problems in the frontend infrastructure.
Write secure code and maintain the functionality of the infrastructure.","Montréal, QC",Nothing_found,"$75,000 - $100,000 a year"
C++ Software Developer / Développeur de logiciels (C++),software developer,Audiokinetic,"Excellente connaissance du langage C++Bonne connaissance des enjeux multi-plateformes et des problèmes reliés à la portabilitéExcellentes aptitudes de déverminage avec Visual StudioParticipate in the development of Wwise application and plug-ins, Audiokinetic’s interactive audio middleware solutionWrite and edit code in the Wwise Authoring desktop application and its plug-insWork with UX designer and implement graphical user interfacesEstimate effort for tasks and work as part of an Agile team (kanban or scrum)Implement innovative features that promote scalability and compatibilityCollaborate with multiple teams (development, software testing, release engineer, support team)Identify and communicate technical problems, processes and solutionsParticipate in the development of Wwise application and plug-ins, Audiokinetic’s interactive audio middleware solutionWrite and edit code in the Wwise Authoring desktop application and its plug-insWork with UX designer and implement graphical user interfacesEstimate effort for tasks and work as part of an Agile team (kanban or scrum)Implement innovative features that promote scalability and compatibilityCollaborate with multiple teams (development, software testing, release engineer, support team)Identify and communicate technical problems, processes and solutionsParticipate in the development of Wwise application and plug-ins, Audiokinetic’s interactive audio middleware solutionWrite and edit code in the Wwise Authoring desktop application and its plug-insWork with UX designer and implement graphical user interfacesEstimate effort for tasks and work as part of an Agile team (kanban or scrum)Implement innovative features that promote scalability and compatibilityCollaborate with multiple teams (development, software testing, release engineer, support team)Identify and communicate technical problems, processes and solutionsExcellent knowledge of C++Knowledge of multi-threadingExcellent troubleshooting skills in Microsoft Visual StudioGood knowledge of multi-platform challenges and problems related to portabilityExperience in developing user interfaces (GTK, JUCE, MFC, other)","Montréal, QC",Nothing_found,"$50,000 - $90,000 a year"
Senior Full Stack Software Engineer,software developer,Mistplay,"Identify issues by analyzing data, processes, and code to solve issues across the stack and recognize areas for improvement.
Work on fun projects such as social networking features for mobile gamers (Chat rooms, photo sharing, etc.).
Establish objectives with the Engineering team to design more functional and cohesive code to enhance the user experience.
Implement solutions to complex problems in our Frontend/backend infrastructure and mobile platforms.
Perform consistent and substantial testing to create highly innovative, consumer-facing mobile products.
Help us maintain 99.99% uptime by designing and maintaining a fault-tolerant architecture.
Write secure code and maintain the functionality of the infrastructure.
Brainstorm with the Engineering team to improve code, products, or features by monitoring industry developments and trends.
Keep up to date with the latest technology and learn new programming languages.","Montréal, QC",Nothing_found,"$75,000 - $100,000 a year"
Senior Back-End Software Engineer (Node JS),software developer,Mistplay,"
Design and develop blazing fast, elegant, scalable and fault-tolerant Node.js code.
Work on fun projects such as social networking features for mobile gamers (Chat rooms, photo sharing, etc.).
Identify issues by analyzing data, processes, and code to solve back-end issues and recognize areas for improvement.
Design new tables and indexes in our DynamoDB database.
Perform consistent and substantial testing to create highly innovative, consumer-facing mobile products.
Help us maintain 99.99% up-time by designing and maintaining a fault-tolerant architecture.
Be able to write secure code and maintain the functionality of the infrastructure.
Work closely and efficiently in collaboration with the design team and fellow developers.","Montréal, QC",Nothing_found,"$75,000 - $100,000 a year"
Concepteur(trice) principal(e) - Solutions / Modules SAP (Lead dev.),software developer,Société de transport de Montréal (STM),"intégrer une équipe de plus de 150 spécialistes en technologies de l'information;apprendre en continu sur des projets complexes et diversifiés;se servir d’outils divers à la fine pointe tels que des applications, des systèmes de données, des plateformes numériques, etc.Conseille l’ensemble de l’entreprise en matière d’orientations, de stratégies, d’opportunités et de solutions technologiques. Assure la réalisation d’études de faisabilité et de mise en œuvre reliées à son champ d’expertise;recommande, conçoit, sélectionne et implante les solutions technologiques, procédures, normes et programmes conformément aux orientations retenues, au plan stratégique d’entreprise, aux priorités des secteurs d’affaires, ainsi que de la vision stratégique des TI;assure la définition et la mise en application des exigences, principes, normes et orientations TI, et cela en fonction des méthodologies reconnues;élabore l’architecture et assure l’intégration des solutions, systèmes et applications liées à son domaine en faisant appel aux technologies de pointes et en prenant compte des impacts et incidences sur l’ensemble des systèmes de la Société. Peut assurer le rôle d’architecte intégrateur (applications, infrastructure, sécurité et données) à l’intérieur d’un projet dont la solution touche principalement son domaine d’activités;s’assure de la qualité des livrables d’architecture TI au sein des projets, de même que du respect des budgets et échéanciers relatifs à ce lot d’activités;participe à l’élaboration de la vision globale et de la planification stratégique des technologies, ainsi qu’à l’élaboration des plans de transition et à l’identification des priorités et des budgets;assure une vue intégrée de la planification des solutions et technologies liées à son secteur, en synchronisme avec les orientations;agit à titre de référence et de leader dans la planification, l’élaboration, la mise en œuvre et l’encadrement de l’ensemble des activités inhérentes à la gestion des risques et de la sécurité TI;gère et encadre les activités reliées à son secteur d’intervention appliqué à l’ensemble de la Société soit les orientations, la sélection, la normalisation, la planification, l’architecture et l’intégration. Effectue une gouverne fonctionnelle auprès des employés du Service des systèmes d’information travaillant sous son champ d’expertise;assure la gestion et la réalisation de projets et/ou lots de grande portée: planifie, coordonne, encadre, assure la réalisation et déploie les projets qui lui sont attribués, en prenant compte des impacts sur l’ensemble des projets et enjeux technologiques de la Société;planifie, coordonne et encadre les activités ainsi que la qualité des livrables de conception dont il est responsable;assure la vigie dans son secteur d’activités, agit à titre de vecteur d’amélioration et d’innovation, et anticipe les tendances du marché en matière de technologies de l’information, de méthodologies et de meilleures pratiques reconnues. Suis constamment l’évolution des TI afin de maintenir ses connaissances à jour;pratique un leadership dans son domaine; diffuse et transmet ses connaissances;responsable des études d’opportunité dans son champ d’expertise en lien avec la vigie effectuée dans son domaine;représente la Société auprès d’organismes externes;effectue toutes autres tâches connexes.Composantes fonctionnelles (tables, transactions, infotypes, etc.) SAP.Modalités et outils de la plateforme de développement spécifique à SAP.Configuration des modules dans SAP.Exercer un leadership auprès de l’équipe de développeurs et fournir des orientations claires en terme de technologie, design/conception de solutions, bonnes pratiques et standards pour la pratique de développement.
Assurer que les orientations sont respectées par les développeurs en mettant en place un contrôle de la qualité des développementsExercer un rôle clé dans la définition et la réalisation du road map technique de la solution SAPAssurer les veilles technologiquesCollaborer étroitement avec l’équipe d’architecture dans l’intégration technique des différentes solution SAP avec d’autres technologies/systèmes
Réaliser la conception et le développement de solutions SAP pour les projets et en exploitationAnimer les rencontres de discussions techniques avec les développeursCoacher et former l’équipe de développementConnaissance de modules fonctionnels SAP tels que RH, FICO, SD, PM, PP, MM, EWM est un atout.Processus et référentiels méthodologiques inhérents à la réalisation, l’implantation et l’exploitation de solution SAPMaitrise des interdépendances techniques et applicatives sous-jacentes au logiciel d’entreprise SAPHiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre© 2020 IndeedPrivacy CentreCookiesPrivacyTerms","Montréal, QC",Transportation & Logistics,"$86,141 - $110,383 a year"
Software Developer (Internship),software developer,Alpha Premium,"Any training that has allowed you to accumulate useful knowledge.Knowledge of SQL, CSS, HTML and JavaScript.Experience with at least one of these front-end frameworks: React, Angular.js, Vue.js, Bootstrap, Flutter, Kotlin, Swift.Experience with at least one of these backend frameworks in Python: Django, Flask, web2py.Experience with one of the following versioning software: GitHub, BitBucket, GitLab.","Montréal, QC",Nothing_found,"$40,000 - $50,000 a year"
Full Stack Developer (React – NodeJS),software developer,KargoROO,"A self-motivated learner who enjoys learning and building new thingsPursuing degree in Computer Science, Software Engineering, or relevant field","Montréal, QC",Nothing_found,"$52,051 - $117,687 a year"
C++ Developer,software developer,SmartD Technologies Inc,Casual dressDisability insuranceExtended health careFlexible scheduleLife insurancePaid time offStock options,"Montréal, QC",Nothing_found,"$60,000 - $100,000 a year"
Backend Developer,software developer,JITbase,Be part of a fast growing funded startup with proven record in the ecosystem,"Montréal, QC",Nothing_found,"$40,000 a year"
Software Developer,software developer,Scanline VFX,"Maintains and enhances existing CI/CD processes and key parts of the release proceduresMonitors, configures, and administers the build systemLeverages current technology research and development trends to innovate and advance Scanline VFX’s technologiesDesigns, implements, and release state-of-the-art components and applications for mission-critical, high performance, globally distributed systemsGathers requirements across large collaboration efforts that span multiple departments and/or disciplinesWrites technical briefs and user documentationPartners with software development leadership and pipeline team to identify and schedule tasksBachelor's Degree in Computer Science, Computer Engineering, or Electrical Engineering or equivalent work experienceMinimum five (5) years demonstrated work experience with PythonBasic DCC familiarity with 3ds Max, Maya, Houdini, Unreal, NukeExpert knowledge of a build and source control system (e.g. Git, Plastic)Expert knowledge Jenkins configuration and operationsExperience implementing in C/C++Good hands on experience with SQL/MySQLStrong knowledge of Windows/Linux/Mac OS environmentsStrong written and verbal communication skillsExperience with Agile methodology, test methodology, test-driven development, source control management, and automated testingDental careExtended health careLife insuranceMonday to FridayYes, temporarily due to COVID-19Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre© 2020 IndeedPrivacy CentreCookiesPrivacyTerms","Montréal, QC","Arts, Entertainment & Recreation","$50,900 - $130,758 a year"
Lead Android Developer,software developer,Silofit,"Bonus payCasual dressCommuter benefitsCompany eventsDental careDiscounted or free foodEmployee stock purchase planExtended health careOn-site gymPaid time offStock optionsVision careWellness programWork from homeMonday to FridayYes, temporarily due to COVID-19Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre© 2020 IndeedPrivacy CentreCookiesPrivacyTerms","Montréal, QC",Nothing_found,"$80,000 - $110,000 a year"
Web Developer,software developer,Matchbox Virtual Media,Must have experience with the React,"Montréal, QC",Nothing_found,"$32,000 - $55,000 a year"
Front End Developer Plus,software developer,Matchbox Virtual Media Inc.,"Casual dressCompany eventsDental careDisability insuranceEmployee assistance programExtended health careFlexible scheduleLife insurancePaid time offVision careWellness programWork from homeMonday to FridayDocker: 1 year (Preferred)react: 2 years (Preferred)css: 1 year (Preferred)JavaScript: 1 year (Preferred)Yes, alwaysHiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre© 2020 IndeedPrivacy CentreCookiesPrivacyTerms","Montréal, QC",Nothing_found,"$32,000 - $55,000 a year"
Software Developer,software developer,Intellera Inc.,"2-5 years of experience of C# .NET/ ASP.NET WebAPI2-5 years of experience working with databases (e.g. SQL, Oracle)2-5 years of experience of client-side scripting and JavaScript frameworks, including jQuerySelf-motivated, detail oriented individual and a strong desire to see projects to completionAbility to work effectively and autonomously.Have good sense of visualization (UI/UX)Proficient understanding of web markup, including HTML5, CSS3Proficient understanding of asynchronous request handling, partial page updates, and AJAXProficient understanding of cross-browser compatibility issues and ways to work around them.Proficient understanding of code versioning tools, such as GitGood understanding of ReactJS is an assetGood understanding of .NET design patterns is an assetExperience with Workflow or Business Process Management (BPM) is desiredExperience in integrating software with COTS (Commercial Off The Shelf) products (e.g. ERPs, SAP, Oracle, Microsoft Dynamics) is desiredExperience in system automation is an assetProven ability to communicate well verbally and in written formProven ability to multi-task and be well organized to meet deadlinesBilingual English/French (written and spoken)","Montréal, QC",Nothing_found,"$55,000 - $75,000 a year"
Backend Developer,software developer,Foundry IV,Self motivated and self directing,"Montréal, QC",Nothing_found,"$80,000 - $90,000 a year"
Senior Software Developer | MONTRÉAL,software developer,Opticca Consulting,"Strong JavaScript development skillsC, C++ development skillsDeep knowledge of WebRTC and related protocols including RTP, DTLS, SIP, ICEExperience building software for Linux, Windows, Android and IOSExperience with debugging RTPExperience with debugging ICEExperience configuring WebRTC components including STUN, TURN, media servers, gatewaysExperience with distributed systems programming (protocols: HTTP/REST, WebSocket)Experience with secure development practices including encryption and key exchange mechanismsExperience building and deploying cloud native applicationsAbility to lead teams from a technical/architecture perspectiveExperience contributing to code reviewsBachelor’s in computer science or Software Engineering, or equivalent work experienceNumber of years work experience: 5+","Montréal, QC",Nothing_found,"$100,000 a year"
Java Developer,software developer,Alithya,"Contribute to the development of delivery strategies, analyses, design and documentation of programs or applications;Collaborate in the required development, coding and testing;Provide technical support to IT operations or through various follow-ups;Draft functional specifications and operating procedures;Contribute to the development of documentation, as well as the preparation and distribution of user training;Analyze issues, identify causes and follow up on problems during medium to high severity incidents and ensure their resolution;Participate in application installation and testing.Diploma or baccalaureate in an appropriate discipline;Minimum three (3) years of experience in Web-oriented Java;Knowledge of Agile, Rest and Spring APIs;Communication with teams is in both languages. Languages required:French : 4/4English: 4/437.5 hours per week;Opportunities to develop and grow your career;Work with diverse technologies, projects, clients and sectors;Spend your days in a creative and innovative environment;Share experience and knowledge as part of an agile and dynamic team;A great balance between work and personal life;Access to exciting educational opportunities (internal, conferences, events, courses, certifications, etc.);Personal recognition of your important professional contributions;Great cultural diversity across our teams.Casual dressCommuter benefitsCompany eventsDental careDisability insuranceEmployee assistance programEmployee stock purchase planExtended health careFlexible scheduleLife insuranceOn-site parkingPaid time offProfit sharingRRSP matchStock optionsStore discountVision careWellness programWork from homeMonday to FridayJava Developer: 3 years (Required)Yes, alwaysHiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre© 2020 IndeedPrivacy CentreCookiesPrivacyTerms","Montréal, QC",Telecommunications,"$60,000 - $75,000 a year"
Intermediate Front End Developer,software developer,Paper,2+ years experience working with Vue.js or similar JavaScript frameworks,"Montréal, QC",Nothing_found,"$60,000 - $85,000 a year"
Wireless Validation Software Dev.,software developer,Octasic,"Bachelor Degree in Electrical Engineering, Computer Science, Software Engineering, or equivalent experience / related degreeStrong desire for expansion of current skill set in a fast-paced work environment.Overall work experience: 5 years in software design and experience in software validation (1 year).Knowledge of 3GPP standards (5G, LTE, 3G, GSM )Knowledge of networking protocols (TCP/IP, Ethernet)Knowledge of several scripting languages is a strong asset (bash, batch, PowerShell )Able to work efficiently in the following environments:","Montréal, QC",Nothing_found,"$49,820 - $138,012 a year"
Web Developer,software developer,Sunnyfuture Group,8 hour shiftWeb Development: 1 year (Preferred)Mandarin (Required)Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre© 2020 IndeedPrivacy CentreCookiesPrivacyTerms,"Montréal, QC",Nothing_found,"$60,000 a year"
Software Engineer,software developer,Sunnyfuture Group,8 hour shiftComputer Programming: 1 year (Preferred)c++: 1 year (Preferred)Mandarin (Required)Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre© 2020 IndeedPrivacy CentreCookiesPrivacyTerms,"Montréal, QC",Nothing_found,"$60,000 a year"
Backend Developer,software developer,Sryas Inc.,"The candidate will participate in the various stages of software development for complex web applicationsThe candidate will participate in the development of the solution (design, ideation, technological choices ...)The candidate will work in an Agile environment.The candidate will be responsible for the stability and performance of the applicationPractical experience in web backend development for at least 5 yearsExpertise in several of the technologies listed below:Java (required)Spring / Spring BootRESTSQLObject-oriented designGood verbal and written communicationStrong tolerance to ambiguityProblem-solving techniqueFamiliarity with Unix-based systemsFunctional knowledge of French and EnglishDiploma in Computer Science (College or University)Familiarity with macOSAsset:DockerKubernetes / OpenShiftVue.js, Angular or ReactHTML5, CSS3, GIT, Webpack, NPM.NETElasticsearchDental careExtended health carePaid time offWork from homeMonday to FridayREST: 5 years (Preferred)Java: 5 years (Preferred)SQL: 5 years (Preferred)Spring/Spring Boot: 5 years (Preferred)Object oriented design: 5 years (Preferred)Yes, temporarily due to COVID-19Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre© 2020 IndeedPrivacy CentreCookiesPrivacyTerms","Montréal, QC",Nothing_found,"$61,726 - $75,000 a year"
Full Stack Developer,software developer,Ubico,"Early entrance to a rapidly growing startupBecome part of the real-life version of the TV series Silicon ValleyWeekly interactive lessons in practical AI and Machine LearningUse of modern technologies, such MERN stack, Docker, Python, AWS, AI, etcA young team that loves to talk about and share cool technologies like Functional Programming, Blockchain, AI and Machine LearningWorking in a multidisciplinary and dynamic team with fun coworkersDevelopment of new features on our web app using the MERN stackWrite automated testsFollow our Agile development framework to rapidly deliver featuresParticipate in design and architecture decisionsDevelop and maintain project requirements and code documentationBS degree in Software Engineering/Computer Science or equivalent experience2+ years experience developing web apps with MERN stackExperience with RESTful API applicationsMust be able to demonstrate front-end and back-end experience with production-level projectsShow examples of well documented code for large projectsPractical knowledge of Git source controlNice to have an interest in tech, ML and mathematicsNice to have experience with data visualizationCasual dressEmployee stock purchase planWork from home8 hour shiftMonday to FridayReactJS: 2 years (Required)Node.JS: 2 years (Required)software development: 2 years (Required)Yes, alwaysHiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre© 2020 IndeedPrivacy CentreCookiesPrivacyTerms","Montréal, QC",Nothing_found,"$50,000 a year"
Senior PHP Developer,software developer,MindGeek,"Develop, implement, and maintain object-oriented backend applications with PHP, MySQLPerform code reviewsWrite well designed, testable, efficient codeHighlighting areas to improve with both the products and teamAnalyze product requirements and translate to design specificationsExcellent knowledge of web technologies in PHPMinimum 3 - 5 years of work experienceStrong knowledge with dealing large system including logging and reportingGood HTML/JS/CSS knowledgeLamp Server experienceKnowledge of UNIXExcellent knowledge of web technologies in PHPMinimum 3 - 5 years of work experienceStrong knowledge with dealing large system including logging and reportingGood HTML/JS/CSS knowledgeLamp Server experienceKnowledge of UNIX","Montréal, QC",Information Technology,"$45,507 - $99,025 a year"
Strategic Business Development Manager - Enterprise Software CAN (Remote),software developer,Flosum,"The ideal leader will have 10 plus years prior business development and global alliances leadership experience in a software sales environment; driving partner revenue and growth with key Systems Integrators and Business partners through an enterprise sales force.Ability to thrive in a fast-paced, high-growth environment.Must be a team player who is goal-oriented and confident, with aptitude and desire to build high-performing dispersed team. This individual must demonstrate an ability to get things done, build consensus, resolve conflict, and solve tough business problems, working in concert with others.Strong capabilities in building and executing channel strategies by segment and geography, creating and presenting sales plans, setting milestones, measuring performance and being accountable for results to executive management.Strong leadership and influencing skills: the ability to obtain results in an organization that he/she does not control.Pre-existing relationships with Global Systems Integrators will be preferred.","Montreal-nord, QC",Nothing_found,"$80,000 - $90,000 a year"
Full Stack Developer,software developer,RailVision Analytics,"Design front end and back end website architecture specifically for the client portal of websiteOptimize server management for better functionality and scalabilityDevelop features based on the principles of gamificationAssess the viability of data sources, and build scalable integration solutions for new clientsDevelop internal processes and tools to monitor and analyze performance of softwareDetermine opportunities to add value to current methodology and analytic capabilitiesDrive continuous product development and contribute to direction of technological developmentMaintain a high-level of communication between managers and development teamConduct formal presentations to other team members, managers, and in publicContribute to various aspects of a growing company including HR, Marketing, and AdministrationBe an ambassador of technological advancement and revolutionized transportationGrow personal connections to the industry to understand trends and opportunitiesUndergraduate degree in Computer Science, Engineering or related technical degreeAt least 2 years of total, related work experienceAt least 1 year of demonstrated leadership experienceExperience in transportation, telematics, IoT, or fleet management is an assetHigh proficiency with UI/UX design, HTML, CSS, Javascript, React, Python, MS Office 365 and AWSProficient with Jira and BitBucketProficient with MS Office SuiteStrong working knowledge of SCRUM agile methodology and version controlProficient speaking and writing in English and FrenchDriven, self-motivated, and detail-focused individualsClear and concise communicatorsPassion for career growth and continuous learningOrganized in work habits, schedules, timelines, documentation and correspondenceLeader of new methodology for organization and completing projectsClient Centric MindsetWe believe in finding simplicity for complex problemsIn a small but fast-growing company, you will gain career experience beyond strict job requirementsYou will have decision-making power and be the master of your own projectsFlexible work hours and work location (combination of in-office and remote)Resources for self-improvement including courses, software, workshops, and conferencesGreat environment, amazing team, weekly social activities and monthly company outingsOffice location in Downtown Montreal, near Bonaventure StationIncentives offered such as Employee Stock Options Program and yearly bonusesApply via Linked In, www.railvision.ca/careers8 hour shiftReactJS: 1 year (Preferred)HTML/CSS: 1 year (Preferred)java: 1 year (Preferred)AngularJS: 1 year (Preferred)Yes, temporarily due to COVID-19Hiring LabCareer AdviceBrowse JobsBrowse CompaniesSalariesIndeed EventsWork at IndeedAboutHelp Centre© 2020 IndeedPrivacy CentreCookiesPrivacyTerms","Montréal, QC",Nothing_found,"$52,051 - $75,000 a year"
Senior Javascript Developer | MONTRÉAL,software developer,Opticca Consulting,"5+ years of professional software development3+ years experience with server-side JavaScript - NodeJSProfessional Java experienceExperience developing integrationsExperience working with distributed agile teamsExperience working with build Pipelines (Jenkins, Github, etc.)Experience with pair programmingExperience with BDDACORD XML ExperienceExperience with cloud platforms such as AWS, Azure or GCPExperience with Pivotal Cloud Foundry (PCF)","Montréal, QC",Nothing_found,"$100,000 a year"
Intermediate Software Developer,software developer,Survive IT,"Bachelor’s in software engineering or equivalent5 years’ experience in the industry as software developerRequired: C# (ASP.NET Core, WPF and Xamarin)Required: JavaScript, HTML & CSS (React, Next.js, Server-side rendering, Bootstrap)Required: Understanding of Scrum processVery important: Driven by challengesNice to have: Knowledge of RESTful API developmentGreat collaborator and enjoys teamworkResourcefulResponsibleTransparentOpen to new ideas and projects","Montréal, QC",Nothing_found,"$70,000 a year"
PHP Web Developer (3+ years experience),software developer,D2C Media Inc.,Dental careExtended health careLife insuranceVision careDental careExtended health careLife insuranceVision care,"Montréal, QC",Nothing_found,"$65,000 - $90,000 a year"
